language_code,language_name,language_synonym,thesaurus_heading_language,thesaurus_heading_people,approximate_latitude_of_language_variety,approximate_longitude_of_language_variety,state_territory,uri,category
W46,Southern Yingkarta,"Yinggarda, Tedei/Thirrily, Angardie, Ingada, Ingara, Inparra, Jinggarda, Mandi, Manthi, Tedei, Thirrily, Yingkarta, Tjoki, Choe kie, Chockie",Southern Yingkarta language W46,,-25.70595009,114.9368643,WA,https://collection.aiatsis.gov.au/austlang/language/w46,Unique
W47,Yapurarra ,"Jaburrara, Yaburara, Jaburara, Jaburrarra, Yaburarra, Jaburara ngaluma, Jaburrara ngarluma, Madoitja",Yapurarra language W47,,-20.67151533,116.6867782,WA,https://collection.aiatsis.gov.au/austlang/language/w47,Unique
W49,Jadira ,"Kurrama, Jardira, Gurama, Janari, Kerama, Korima, Kawarindjari, Kawarandjari, Ka warandari, Kawarindjara, Kauarindarri, Kauarndhari, Garindjari",Jadira language W49,,-21.84552987,116.1884783,WA,https://collection.aiatsis.gov.au/austlang/language/w49,Unique
W5,Goreng / Koreng,"Nyungar, Caracterrup, Corine, Kuriny, Qualup, Warangu, Bremer Bay tribe, Coreng, Cororan, Kaialiwongi, Kaleap, Ko:rengi, Kojonup, Kokar, Mongup, Stirling tribe, Warranger, Warrangle, Warrangoo, Coro ran",Goreng / Koreng language W5,Goreng / Koreng people W5,-34.01109176,118.4408161,WA,https://collection.aiatsis.gov.au/austlang/language/w5,Unique
W52,Nokaan ,"Noga:n, Nagadja, Nagodja, Ngadja, Akadja, Akady, Akadi, Wiludjanu",,,-27.24344484,115.1680319,WA,https://collection.aiatsis.gov.au/austlang/language/w52,Unique
W6,Bindjareb / Pinjarup,"Nyungar, Pindjarup, Nyunga, Binjarub, Bangoula, Banyoula, Banyowla, Bindjarub, Binjarab, Darbalung, Kuriwongi, Kurwongi, Murray tribe, Peejine, Penjarra, Pidjain, Pindjarap, Pinjarra, South West tribe, Woodarngup, Wooralgulla, Yaberoo",Bindjareb / Pinjarup language W6,Bindjareb / Pinjarup people W6,-32.89836213,115.9165791,WA,https://collection.aiatsis.gov.au/austlang/language/w6,Unique
W7,Wiilman ,"Nyungar, Wilmen, Wiilman, Wheelman, Wilmun, Jaburu, Jabururu, Weal, Weel, Weelabandi, Weil, Wi:lman, Will, Williams tribe",Wiilman language W7,Wiilman people W7,-33.14304707,117.1282318,WA,https://collection.aiatsis.gov.au/austlang/language/w7,Unique
W8,Wudjari ,"Nyungar, Wutjari, Nyunga  Daran",Wudjari language W8,Wudjari people W8,-33.66707988,120.5919096,WA,https://collection.aiatsis.gov.au/austlang/language/w8,Unique
W9,Wajuk ,"Nyungar, Whadjuk, Nyunga, Beelia, Beeloo, Derbal, Ilakuri wongi, Juadjag, Juadjek, Juadjuk, Karakata, Karrakatta, Minal njunga, Minalnjunga, Minnal Yungar, Mooro, Murram, Swan River Tribe, Wadjug, Whajak, Wadjuk, Wadjup, Whajook, Witja:ri, Witjari, Yooadda, Yooard, Yoongar, Yuard, Yuatjek, Yungar, Yungur, Minnal, Minaln junga:, Caractterup tribe",Wajuk language W9,Wajuk people W9,-31.98148943,116.1239043,WA,https://collection.aiatsis.gov.au/austlang/language/w9,Unique
Y1,Kala Lagaw Ya^ ,"Kalaw Kawaw Ya/Kalaw Lagaw Ya, West Torres, Kalaw Kawaw Ya, Kala Lagaw Langgus, Yagar Yagar, Mabuiag, Kowrarega, Karualaig, Kala Lagaw Langgus Yagar Yagar, Kala Kawaw Ya, Gumulgal people, Torres Strait Islander language, Torres Strait Islander people, Western Torres Strait Language",Kala Lagaw Ya language Y1,,-10.11184745,142.1928892,"QLD,TSI",https://collection.aiatsis.gov.au/austlang/language/y1,Shared
Y10,Wuthathi ,"Wuthati, Uradhi, Wotati, Wutati, Wotadi, Wudjadi",Wuthathi language Y10,Wuthathi people Y10,-12.02213466,143.0671171,QLD,https://collection.aiatsis.gov.au/austlang/language/y10,Unique
Y100,Koko Kai-kai,"Kai kai, Koko gajgaj, Gai gai, Gugu Gai Gai",Koko Kai-kai language Y100,Koko Kai-kai people Y100,-16.2473143,145.4505726,QLD,https://collection.aiatsis.gov.au/austlang/language/y100,Unique
Y101,Uw Oykangand,"Uw Oykangand, Oykangand, Koko Wangkara, Kunjen, Kuantari, Kundara, Gundara, Goondarra, Wangara, Wanggara, Kokowanggara, Kokawan gar, Kokatabul, Kokodaue, Koko daua, Oikand",Uw Oykangand language Y101,Oykangand people Y101,-15.59967224,142.0212186,QLD,https://collection.aiatsis.gov.au/austlang/language/y101,Unique
Y103,Kuku Kulunggur ,"Kuku yalanji, Kokokulunggur, Djankun, Jungkurara, Kokojelandji, Kokowalandja, Muluridji, Wakara, Wulpura, Gulunggor, Gulunggur, Ialung, Ialuniu, Jalung, Jalunju, Koko Kulunggu, Koko yalung, Kulunggur, Ngarlkajee, Yalung, Yalunyu, Gugu Gulunggur",Kuku Kulunggur language Y103,Kuku Kulunggur people Y103,-16.43240635,145.3437055,QLD,https://collection.aiatsis.gov.au/austlang/language/y103,Unique
Y104,Kuku Wakura,"Kuku, Wakura, Agwamin, Wakara, Kuku yalanji, Ewamin, Wakamon, Djankun, Jungkurara, Kokojelandji, Kokokulunggur, Kokowalandja, Muluridji, Wulpura, Gugu Wagara, Koko wogura, Kookoowarra, Kuku Wagara, Wakoora, Woggara, Wun yurika, Wagara",Kuku Wakura language Y104,Kuku Wakura people Y104,-16.67006814,144.2164252,QLD,https://collection.aiatsis.gov.au/austlang/language/y104,Unique
Y106,Djabugay / Tjapukai^,"Dyaabugay, Dja:bugay, Djabuganjdji, Buluwai, Irukandjai, Dyabugay, Tjapukandji, Tjapukanja, Tjabogaitjandji, Tjabogaijanji, Kokonjunkulu, Kokonyungalo, Koko Tjumbundji, Hileman, Njakali, Nyakali, Tja:pukanja, Tjabogai tjandji, Tjabogai tjanji, Tcabogai tjanji, Toabogai tjani, Dyabugandyi, Tapelcay, Tuffelcey, Koko njunkulu, Koko nyungalo, Barron River dialect, Binggu",Djabugay / Tjapukai language Y106,Djabugay / Tjapukai people Y106,-16.73716849,145.5084543,QLD,https://collection.aiatsis.gov.au/austlang/language/y106,Unique
Y107,Areba ,"Rip, Ngarap, Kurtjar, Araba/Areba/Rib, Araba, Kunggara, Rib, A:rap, Ariba, Aripa, Goodarra, Goongarra, Ngariba, Ngarab",Areba language Y107,Areba people Y107,-17.00962719,142.2228132,QLD,https://collection.aiatsis.gov.au/austlang/language/y107,Unique
Y109,Kuku Djangun / Djungan,"Kuku, Djangun, Kuku yalanji, Djankun, Jungkurara, Kokojelandji, Kokokulunggur, Kokowalandja, Muluridji, Wakara, Wulpura, Kuku Jangkun, Djunggun, Djagun, Ngaikungu, Dyangun, Chungki, Dyangunbari, Djandnandi, Chunkunburra, Chunkunberry, Changunberries, Shanganburra, Kokotjangun, Kokomutju, Mutju, Ngaikungo, Ngaikungo i",Kuku Djangun / Djungan language Y109,Kuku Djangun / Djungan people Y109,-17.10588502,144.9687918,QLD,https://collection.aiatsis.gov.au/austlang/language/y109,Unique
Y110,Bulway ,"Djabuganjdji, Buluwai, Irukandjai, Tjapukai, Buluwandji, Buluwandyi, Bulwandji, Bulwandyi, Buluwan dyi",Bulway language Y110,Bulwanydji people Y110,-17.00446183,145.5623524,QLD,https://collection.aiatsis.gov.au/austlang/language/y110,Unique
Y111,Yirrgay ,"Djabuganjdji, Irukandjai, Buluwai, Tjapukai, Chumchum, Dingal, Dungara, Dungarah, Illagona, Irakanji, Irukandji, Tingaree, Tingeree, Umbay, Walpoll, Wongulli, Yerkanji, Yettkie, Yirgay, Yirkandji, Yirkanji, Yirgandji",Yirrgay language Y111,Yirrganydji people Y111,-16.94123227,145.7334269,QLD,https://collection.aiatsis.gov.au/austlang/language/y111,Unique
Y114,Gunggay ,"Yidiny, Yidinjdji, Gungganyji, Idindji, Kongkandji, Madjandji, Wanjuru, Garlngandji, Goonganjee, Goonganji, Gun Gaja, Jinggu, Koo gun ji, Kooganji, Koongangie, Kungandji, Kunggandji, Kunggandyi, Kungganji, Melroyji, Mook, Yellungie, Yettkie",Gunggay language Y114,Gunggandji / Gungandji people Y114,-16.96176375,145.9148146,QLD,https://collection.aiatsis.gov.au/austlang/language/y114,Unique
Y115,Mbabaram ,"Barbaram, Balbarum, Bar Barrum, Barbarem, Barbarum, Booburam, Gugu Mbabaram, Illagona, Kwearriburra, Mogmbabarum, Morruburra, Oombarbarum, Queeariburra, Umbarbaram, Warrialgona, Woombarbarram, Woombarrmbarra, Wumbabaram, Wumbarbaram, Koko Beberam  this is not equivalent of Mbabaram, Bar barum, Boobu ram, Bar-Barrum, Goomboolburra",Mbabaram language Y115,Mbabaram people Y115,-17.26495596,145.0777395,QLD,https://collection.aiatsis.gov.au/austlang/language/y115,Unique
Y117,Yidinj^ ,"Yidiny, Yidinjdji, Gungganyji, Idindji, Kongkandji, Madjandji, Wanjuru, Bolambi, Boolboora, Charroogin, Deba, Djumbandji, Eneby, Gerrah, Gijow, Gillah, Guwama:l, Ituntji, Idi, Idin, Idin wudjar, Iding, Idinji, Indindji, Itti, Jidindji, Jumbandjie, Kitba, Maiara, Maimbi, Maimbie, Mulgrave River dialect, Mungera, Myarah, Ohalo, Pegullobura, Warra warra, Warryboora, Woggil, Yellingie, Yetinji, Yettingie, Yiddinji, Yidin, Yidindji, Yidindyi, Yidtinji, Yiti Ntyi, Yukkaburra, Yiti ntyi, Idi:",Yidinj language Y117,Yidindji people Y117,-17.08708535,145.7656033,QLD,https://collection.aiatsis.gov.au/austlang/language/y117,Unique
Y118,Waribarra Mamu ,"Dyirbal, Mamu, Wardibara, Dulgabara, Morruburra",Waribarra Mamu language Y118,Waribarra Mamu people Y118,-17.50478111,145.7717764,QLD,https://collection.aiatsis.gov.au/austlang/language/y118,Unique
Y119,Madjay,"Yidiny, Madjandji, Madyay, Matjai, Matjandji, Mooka, Wanjuru, Wanyur, Wudjur, Wundjur, Mutyanthi",Madjay language Y119,Madjanydji people Y119,-17.26297599,145.8569904,QLD,https://collection.aiatsis.gov.au/austlang/language/y119,Unique
Y12,Luthigh ,"Uradhi, Luthig, Okara, Oharra, Tepithiki, Teyepathiggi, Teppathiggi, Teepani",Luthigh language Y12,Luthigh people Y12,-11.92849576,142.1165035,QLD,https://collection.aiatsis.gov.au/austlang/language/y12,Unique
Y121,Ngadjon,"Cape York Peninsula Languages, Ngadyan etc, Dyirbal, Djirbalngan, Ngatjan, Djiru, Giramay, Gulngai, Jirrbalngan, Keramai, Malanbara, Mamu, Eacham, Eashim, Eaton, Hucheon, Jitjam, Madandji, Majanji, Narcha, Natchin, Nga:tja, Ngachan ji, Ngachanji, Ngadjandji, Ngadjen, Ngadyan, Ngadyandyi, Ngai djandji, Ngaitjandji, Ngatjai, Ngendjen, Russell River dialect, Ngadja, Alt, Ngatjai",Ngadjon language Y121,Ngadjondji people Y121,-17.36377694,145.7047546,QLD,https://collection.aiatsis.gov.au/austlang/language/y121,Unique
Y122,Mamu ,"Dulgubarra Mamu, Dyirbal, Djirbalngan, Djiru, Giramay, Gulngai, Jirrbalngan, Keramai, Malanbara, Ngatjan, Dulgabara, Ma:mu, Ngirma, Njirma, Morruburra",Mamu language Y122,Mamu people Y122,-17.63998402,145.7485185,QLD,https://collection.aiatsis.gov.au/austlang/language/y122,Unique
Y123,DYIRBAL / JIRRBAL,"Dyirbal, Djirbalngan, Djiru, Giramay, Gulngai, Jirrbalngan, Keramai, Malanbara, Ngatjan, Mamu, Djirubal, Djirbal, Tjirbal, Chirpalji, Dyirbaldyi, Dyirbalngan, Chirpa, Choolngai, Njirma",Dyirbal / Jirrbal language Y123,Dyirbal / Jirrbal people Y123,-17.74022656,145.661334,QLD,https://collection.aiatsis.gov.au/austlang/language/y123,Unique
Y124,Djiru ,"Djirru, Djirbalngan, Giramay, Gulngai, Jirrbalngan, Keramai, Malanbara, Ngatjan, Mamu, Dyiru, Iimba, Djiru:, Djirubagala, Dyirubagala, Gerrah, Gillah",Djiru language Y124,,-17.90722366,146.0521375,QLD,https://collection.aiatsis.gov.au/austlang/language/y124,Unique
Y125,Tagalaka ,"Takalak, Thaypan, Tagalag, Dagalang, Da:galag, Targa lag, Tarkalag",Tagalaka language Y125,Tagalaka people Y125,-18.19732763,142.9612272,QLD,https://collection.aiatsis.gov.au/austlang/language/y125,Unique
Y126,Gulngay ,"Dyirbal, Djirbalngan, Gulngai/Malanbara, Djiru, Giramay, Gulngai, Jirrbalngan, Keramai, Malanbara, Ngatjan, Mamu, Djulngai, Gulnggai, Gulngui, Gulnguy, Kulngai, Kurlngay, Kurungai, Mallanpara, Tjulngai, Tully blacks",Gulngay language Y126,Malanbarra people Y126,-17.96177304,145.8525333,QLD,https://collection.aiatsis.gov.au/austlang/language/y126,Unique
Y127,Girramay ,"Dyirbal, man",Girramay language Y127,Girramay people Y127,-18.11003035,145.7326329,QLD,https://collection.aiatsis.gov.au/austlang/language/y127,Unique
Y128,Gugu Badhun ,"Gudjal, Guridjal, Kokopatun, Kutjala, Warungu, Badun, Breaba, Breeaba, Jullanku, Koko Padun, KokoPatun, Koko Badun, Patun, Koko Patun",Gugu Badhun language Y128,Gugu Badhun people Y128,-18.69034079,145.2329872,QLD,https://collection.aiatsis.gov.au/austlang/language/y128,Unique
Y129,Nywaigi ,"Nyawaygi, Manbara, Nawagi, Warakamai, Wulgurukaba, Geugagi, Negewi, Newigi, Nyawigi, Njawigi",Nywaigi language Y129,Nywaigi people Y129,-19.14735632,146.3919534,QLD,https://collection.aiatsis.gov.au/austlang/language/y129,Unique
Y130,Biyay ,"Wargamaygan, Bandjin, Warakamai, Bandji, Bandyin, Banjin, Biaigiri, Bijai, Bundjin, Kunyin, Uradig, Bandyi",Biyay language Y130,Biyaygiri people Y130,-18.34798195,146.1694168,QLD,https://collection.aiatsis.gov.au/austlang/language/y130,Unique
Y131,Yanga ,"Jangaa, Janggal, Janga:, Yangaa, Purkaburra",Yanga language Y131,Yanga people Y131,-19.08582079,143.4654884,QLD,https://collection.aiatsis.gov.au/austlang/language/y131,Unique
Y132,Agwamin ,"Wamin, Ewamin, Wakamon, Wakara, Ak Waumin, Wommin, Waumin, Wawmin, Walamin, Wimanja, Egwamin, Gwamin, Walming, Wailoolo",Agwamin language Y132,Agwamin people Y132,-17.67566995,144.1668057,QLD,https://collection.aiatsis.gov.au/austlang/language/y132,Unique
Y132.1,Wamin ,,Wamin language Y132.1,,-18.78142258,144.1411973,QLD,https://collection.aiatsis.gov.au/austlang/language/y132.1,Unique
Y133,Warrungu ,"Warungu, Gugu Badhun, Gudjal, Guridjal, Kokopatun, Kutjala, Bara Warrialgona, Kuritjal, Warrialgona",Warrungu language Y133,Warrungu people Y133,-18.03403673,145.2397321,QLD,https://collection.aiatsis.gov.au/austlang/language/y133,Unique
Y134,Warrgamay^ ,"Wargamay, Wargamaygan, Bandjin, Warakamai, Bungabara, Herbert River tribe, Ieklbara, Waragamai, Waragumaigan, Waregamai, Warekumay, Warkama, Warkamai, Wargumay, Ikelbara",Warrgamay language Y134,,-18.43750867,145.7979359,QLD,https://collection.aiatsis.gov.au/austlang/language/y134,Unique
Y135,WULGURUKABA,"Manbara, Nyawaygi, Korambelbara, Mun ba rah",Wulgurukaba language Y135,Wulgurukaba people Y135,-18.86501399,146.6433943,QLD,https://collection.aiatsis.gov.au/austlang/language/y135,Unique
Y136,Mbarrumbathama,"Lamalama, Lama Lama, Lamalamic, Mba Rumbathama, Bakanambia, Wanbara, Lamu Lamu, Jeteneru, Badjam, Baganambia, Been gee warra, Funggufan, Koko Lama Lama, Kookoymma, Kulamak, Rimanggudinhma, Rumbatama, Rumbathama, Mba Rrumbathama",Mbarrumbathama language Y136,Lamalama people Y136,-14.88162386,143.8342833,QLD,https://collection.aiatsis.gov.au/austlang/language/y136,Unique
Y14,Yangathimri,"Tjungundji, Tjongkandji, Chinganji, Chongandji, Chunkunji, Djonggandji, Joongoonjie, Joonkoonjee, Ngucrand, Tjongangi, Tyongandyi, Tjunguntji, Chin ganji",Yangathimri language Y14,Tjungundji people Y14,-12.01992611,141.871148,QLD,https://collection.aiatsis.gov.au/austlang/language/y14,Unique
Y149,Jabunbarra Jirrbal,"Jirrbal, Dyabunbarra Dyirrbal",Jabunbarra Jirrbal language Y149,,-17.80428699,145.8399655,QLD,https://collection.aiatsis.gov.au/austlang/language/y149,Unique
Y15,Teppathiggi ,"Taepadhighi, Tepiti, Debidi, Debidigh, Tepithiki, Teyepathiggi, Teepani",Teppathiggi language Y15,Teppathiggi people Y15,-12.07668662,142.0727087,QLD,https://collection.aiatsis.gov.au/austlang/language/y15,Unique
Y150,Walmalbarra ,,Walmalbarra language Y150,,-18.05899607,145.9955792,QLD,https://collection.aiatsis.gov.au/austlang/language/y150,Unique
Y151,Jirribarra Mamu,"Dyirbal, Mamu, Dyiribara, Djirribarra, Djiribara",Jirribarra Mamu language Y151,,-17.61227117,146.0514407,QLD,https://collection.aiatsis.gov.au/austlang/language/y151,Unique
Y152,Gambilbarra Jirrbal ,"Gambilbarra Dyirrbal , Tablelands Jirrbal",Gambilbarra Jirrbal language Y152,,-17.6805349,145.3898073,QLD,https://collection.aiatsis.gov.au/austlang/language/y152,Unique
Y153,Buluguyban ,Bulugujban,Buluguyban language Y153,,-18.70838064,146.5624231,QLD,https://collection.aiatsis.gov.au/austlang/language/y153,Unique
Y154,Mulgu ,,Mulgu language Y154,,-18.73410217,146.6225013,QLD,https://collection.aiatsis.gov.au/austlang/language/y154,Unique
Y155,Coonambella ,,Coonambella language Y155,,-19.26511928,146.8178661,QLD,https://collection.aiatsis.gov.au/austlang/language/y155,Unique
Y156,Marrett River language ,,,,-14.39361979,144.1741964,QLD,https://collection.aiatsis.gov.au/austlang/language/y156,Unique
Y158,China Camp ,,,,-16.0474928,145.2994583,QLD,https://collection.aiatsis.gov.au/austlang/language/y158,Unique
Y16,Ngadhugudi ,"Athokurra, Nathokudi, uthukuti, Ngathokadi, Ngathokudi, Uthukuti, Unthkuti",Ngadhugudi language Y16,Ngadhugudi people Y16,-12.07837678,142.348612,QLD,https://collection.aiatsis.gov.au/austlang/language/y16,Unique
Y160,Guluy ,Dyaabugay,Guluy language Y160,,-16.9352372,145.4465643,QLD,https://collection.aiatsis.gov.au/austlang/language/y160,Unique
Y161,Kuku Jakandji ,,Kuku Jakandji language Y161,,-16.64967605,145.2106641,QLD,https://collection.aiatsis.gov.au/austlang/language/y161,Unique
Y162,Nyagali ,"Njagali, Dyaabugay, Tjapukai, Tjapukandji, Tja:pukanja, Tjabogai tjandji, Tjabogai tjanji, Tcabogai tjanji, Toabogai tjani, Tjabogaijanji, Dyabugandyi, Dyabugay, Tapelcay, Tuffelcey, Koko njunkulu, Koko nyungalo, Koko Tjumbundji, Hileman, Njakali, Nyakali, Barron River dialect, Binggu",Nyagali language Y162,,-16.54825168,145.4523234,QLD,https://collection.aiatsis.gov.au/austlang/language/y162,Unique
Y163,Kuku Yalaja ,Kuku Yelandji,Kuku Yalaja language Y163,,-16.12092947,144.543199,QLD,https://collection.aiatsis.gov.au/austlang/language/y163,Unique
Y165,Wanyurr,,Wanyurr language Y165,,-17.3832302,145.9433328,QLD,https://collection.aiatsis.gov.au/austlang/language/y165,Unique
Y167,Dhalundhirr ,dhalun dhirr with the sea,,,-15.25382758,145.2801035,QLD,https://collection.aiatsis.gov.au/austlang/language/y167,Unique
Y168,Waguurrga ,Waguurr ga of the outside,,,-15.11327397,144.9245631,QLD,https://collection.aiatsis.gov.au/austlang/language/y168,Unique
Y169,Kuuku I'yu ,"Guugu Iyu, Kuuku Iiyu, Kuuku Iyu",Kuuku l'yu language Y169,,-12.18816081,142.8796712,QLD,https://collection.aiatsis.gov.au/austlang/language/y169,Unique
Y17,Itinadyana ,"Mpalitjanh, Atjinuri, Adjinadi, Adjinuri, Etanyanu, Imatjana, Indjinadjana, Itinadjana, Itinadyana, Itinadyand, Nedgulada, Ulwadjana, Ulwawadjana, Inadjana, Adyinuri, Idj-Inadjana",Itinadyana language Y17,Itinadyana people Y17,-12.12634002,142.6539036,QLD,https://collection.aiatsis.gov.au/austlang/language/y17,Unique
Y170,Kuuku Yani ,"Kuuku yani, Barunguan, Yindyingga, Guugu Yani, Kuuku Yini, Kuuku Yin, Kuuku Yin(i)",Kuuku Yani language Y170,,-13.92162847,143.4314962,QLD,https://collection.aiatsis.gov.au/austlang/language/y170,Unique
Y171,Ogh Igadj ,,Ogh Igadj language Y171,,-16.4025509,142.1574209,QLD,https://collection.aiatsis.gov.au/austlang/language/y171,Unique
Y172,Wik Iyanh ,"Kugu/Wik Iyanh, Wik Iiyanh, Wik Iyanja, Wikianji, Wik Iiyanyi, Wik Iiyeny, Wikianyi, Wik Iyena, Wik Iiyenj , Wik Iiyanji , Mungkanhu",Wik Iyanh language Y172,,-14.42989537,141.9374704,QLD,https://collection.aiatsis.gov.au/austlang/language/y172,Unique
Y173,Wik-Keyangan ,"Wik Keyenganh, Wik Kayngan",Wik-Keyangan language Y173,Wik-Keyangan people Y173,-14.18951373,141.9054416,QLD,https://collection.aiatsis.gov.au/austlang/language/y173,Unique
Y175,Kugu Ugbanh ,"Kugu/Wik Ugbanh, Kuku Ugbanh",Kugu Ugbanh language Y175,Kugu Ugbanh people Y175,-14.50799035,141.6346644,QLD,https://collection.aiatsis.gov.au/austlang/language/y175,Unique
Y176,Kugu Uwanh ,"Kugu/Wik Uwanh, Kuku Uwanh, Gugu Uwanh",Kugu Uwanh language Y176,Kugu Uwanh people Y176,-14.55886718,141.6512973,QLD,https://collection.aiatsis.gov.au/austlang/language/y176,Unique
Y178,Kugu Yi'anh ,"Kugu Yianh, Kugu/Wik Yianh",Kugu Yi'anh language Y178,Kugu Yi'anh people Y178,-14.4866989,141.6549121,QLD,https://collection.aiatsis.gov.au/austlang/language/y178,Unique
Y180,Nhawalgaba ,Gabilgara,Nhawalgaba language Y180,,-19.23526771,146.7890513,QLD,https://collection.aiatsis.gov.au/austlang/language/y180,Unique
Y183,Atampaya ,"Anggamudi, Ankamuti, Bawtjathi, Lotiga, Nggamadi, Uradhi, Utangikwathiya, Utudhanamu, Atambaya, Atambayag",Atampaya language Y183,,-11.58484929,142.32873,QLD,https://collection.aiatsis.gov.au/austlang/language/y183,Unique
Y184,Uradhi^ ,"Anggamudi, Ankamuti, Atampaya, Bawtjathi, Lotiga, Nggamadi, Utangikwathiya, Utudhanamu",,,-11.89059638,142.1590698,QLD,https://collection.aiatsis.gov.au/austlang/language/y184,Unique
Y185,Awngthim,"Mamngayt, Mamngayth, Winduwinda, Mamangathi, Mamangiti, Mamngaid",Awngthim language Y185,,-12.71153742,141.8212879,QLD,https://collection.aiatsis.gov.au/austlang/language/y185,Unique
Y186,Mpakwithi ,,Mpakwithi language Y186,Mpakwithi people Y186,-12.28402216,141.9331705,QLD,https://collection.aiatsis.gov.au/austlang/language/y186,Unique
Y187,Mutyanthi ,"Mutjati, Mutyati",Mutyanthi language Y187,,-11.91654153,142.7867337,QLD,https://collection.aiatsis.gov.au/austlang/language/y187,Unique
Y188,Kokiny ,Kokinj,Kokiny language Y188,,-16.47566056,141.5859365,QLD,https://collection.aiatsis.gov.au/austlang/language/y188,Unique
