"language_code","language_name","language_synonym","thesaurus_heading_language","thesaurus_heading_people","approximate_latitude_of_language_variety","approximate_longitude_of_language_variety","state_territory","uri"
"Y19","Yuputhimri","Yupangathi, Nggerikudi, Yupungati, Jupangati, Angadimi, Angutimi, Ba:tyana, Batjana, Gametty, Gamite, Jopngadi, Jupngit, Mbatyana, Ngerikudi, Nggirikudi, Niggerikudi, Ra:kudi, Wimaranga, Wimarangga, Wimarango, Wimmarango, Yopngadi, Yupangati, Yupnget, Yupngit, Yupungatti, Yuupngati, Nggerigudi, Yupngayth, Yupun gatti, Nigger ikudi","Yuputhimri language Y19","Yupungathi people Y19","-12.153510460909","141.79462209227","QLD","https://collection.aiatsis.gov.au/austlang/language/y19"
"Y190","Yumukuntyi ","","Yumukuntyi language Y190","","-10.914941191676","142.46475840009","QLD","https://collection.aiatsis.gov.au/austlang/language/y190"
"Y191","Gudang ","Uradhi","Gudang language Y191","","-10.867276299765","142.58789074767","QLD","https://collection.aiatsis.gov.au/austlang/language/y191"
"Y192","Andooyomo ","","","","-10.938013975988","142.60727846333","QLD","https://collection.aiatsis.gov.au/austlang/language/y192"
"Y193","Uyungkuthi ","","Uyungkuthi language Y193","","-12.083564115808","142.65569841319","QLD","https://collection.aiatsis.gov.au/austlang/language/y193"
"Y194","Utyangikwathiya ","","Utyangikwathiya language Y194","","-11.892225785948","142.47211045581","QLD","https://collection.aiatsis.gov.au/austlang/language/y194"
"Y195","Rimanggudinhma ","Rimang Gudinhma, Rima nggudininhma, Mbariman Gudhinma, Barimangudinma, Port Stewart Lamalama, Lamalamic, Parimankutinma","Rimanggudinhma language Y195","Lamalama people Y195","-14.486837942064","143.78250985892","QLD","https://collection.aiatsis.gov.au/austlang/language/y195"
"Y197","Ogh Angkula ","","Ogh Angkula language Y197","","","","QLD","https://collection.aiatsis.gov.au/austlang/language/y197"
"Y198","Ogh Ikarranggal","Ikarranggal, Aghu Tharnggalu, Ikarranggali","Ogh Ikarranggal language Y198","","-14.633398605782","143.94188226557","QLD","https://collection.aiatsis.gov.au/austlang/language/y198"
"Y199","Ogh Alungul ","Koko Possum/Alngula","Ogh Alungul language Y199","","-14.680814632363","144.07633134193","QLD","https://collection.aiatsis.gov.au/austlang/language/y199"
"Y2","Kalaw Kawaw Ya ","Kalaw Kawaw Ya/Kalaw Lagaw Ya, Kala Lagaw Ya, Gudang, Kaurareg, Moait, Moalaig, Bo:gu, Buglial, Bulgai, Dauan Saibai, Kowrarega, Karualaig, Dauan, Boigu, Saibai, Torres Strait Islander language, Torres Strait Islander people","Kalaw Kawaw Ya language Y2","Western Torres Strait Islander people Y2","-9.352026425921","142.4788069124","QLD,TSI","https://collection.aiatsis.gov.au/austlang/language/y2"
"Y20","Anguthimri ","Adumakwithi, Baatjana, Bakwithi, Bwinitanikwithi, Jupangati, Lwipanadjini, Wimaranga, Anggadimi, Angudimi, Angutimi, Gautundi, Mbadjana, Mbahjana, Mbakudi, Mbugudi, Mpakwithi, Rakudi, Yupngayth, Awngthim, Yuupngati, Yupangati, Yupungati, Yupnget, Yupun gatti, Yopngadi, Nggerikudi, Nggirikudi, Ngerikudi, Nigger ikudi, Ra:kudi, Angadimi, Batjana, Mbatyana, Ba:tyana, Wimarangga, Wimarango, Wimmarango","Anguthimri language Y20","Anguthimri people Y20","-12.377732483631","141.83609416592","QLD","https://collection.aiatsis.gov.au/austlang/language/y20"
"Y200","Kuuk Yak ","Yak, Kuuku Yak, Koko Yak","Kuuk Yak language Y200","","-14.877183523042","141.7315652832","QLD","https://collection.aiatsis.gov.au/austlang/language/y200"
"Y201","Ogh Awarrangg ","Kawarrang, Okawarrangg, Kawarrang;, Kawarangg","Ogh Awarrangg language Y201","","-16.073082509497","143.00437948358","QLD","https://collection.aiatsis.gov.au/austlang/language/y201"
"Y202","Ndrangith ","Ndrrangith","Ndrangith language Y202","","","","QLD","https://collection.aiatsis.gov.au/austlang/language/y202"
"Y203","Koko Babangk ","Kok Peponk","Koko Babangk language Y203","","-15.81580944318","141.4834197729","QLD","https://collection.aiatsis.gov.au/austlang/language/y203"
"Y204","Koko Beberam ","","Koko Beberam language Y204","","","","QLD","https://collection.aiatsis.gov.au/austlang/language/y204"
"Y205","Ndwa'ngith ","Ndwangith","Ndwa'ngith language Y205","","","","QLD","https://collection.aiatsis.gov.au/austlang/language/y205"
"Y206","Ogh Undjan ","Kunjen, Okunjan, Ogunyjan","Ogh Undjan language Y206","","-16.265658715327","142.39175654555","QLD","https://collection.aiatsis.gov.au/austlang/language/y206"
"Y207","Uw El ","","Uw El language Y207","","-15.145513895239","141.82820776779","QLD","https://collection.aiatsis.gov.au/austlang/language/y207"
"Y208","Uw Olem ","Agu Adhal; Tommyhawk Language","Uw Olem language Y208","","","","QLD","https://collection.aiatsis.gov.au/austlang/language/y208"
"Y209","Kok Wap ","","Kok Wap language Y209","","-15.395141978462","141.72354174417","QLD","https://collection.aiatsis.gov.au/austlang/language/y209"
"Y21","Nyuwathayi","Njuwadhai, Luthigh, Njuwathai, Totj, Nyowathayi","Nyuwathayi language Y21","Nyuwathayi people Y21","-12.408910003824","142.31316818756","QLD","https://collection.aiatsis.gov.au/austlang/language/y21"
"Y210","Kirka ","","Kirka language Y210","","-14.931001240529","141.66574729059","QLD","https://collection.aiatsis.gov.au/austlang/language/y210"
"Y211","Uutaalnganu ","Kawadji, Pontunj, Yankonyu, Uwtalngan, Night Island language","Uutaalnganu language Y211","Uutaalnganu people Y211","-13.099027810554","143.34060530771","QLD","https://collection.aiatsis.gov.au/austlang/language/y211"
"Y212","Kuuk Thayem ","Thaayem, Tayem","Kuuk Thayem language Y212","","","","QLD","https://collection.aiatsis.gov.au/austlang/language/y212"
"Y213","Ungan ","","Ungan language Y213","","","","QLD","https://collection.aiatsis.gov.au/austlang/language/y213"
"Y214","Yirrk-Thangalkl ","Yirr, k, Mel, Dangedl, Yir Yoront Yirr Thangell, Yir Yoront name for Yiirk Thangalkl, Kok Wap, Yirr Mel, Yirrk Mel, Kok Cel","Yirrk-Thangalkl language Y214","","-15.301274149807","141.61694025256","QLD","https://collection.aiatsis.gov.au/austlang/language/y214"
"Y215","Kuuk Thaayunth","Thayunth, Thaayunth, Tayunt","Kuuk Thaayunth language Y215","","-14.952619015444","141.64616667751","QLD","https://collection.aiatsis.gov.au/austlang/language/y215"
"Y216","Ngaygungu ","Warungu","Ngaygungu language Y216","","-17.385312331156","145.37585490856","QLD","https://collection.aiatsis.gov.au/austlang/language/y216"
"Y217","Koko-koko ","Koko Koko","","","","","","https://collection.aiatsis.gov.au/austlang/language/y217"
"Y218","Cleveland Bay","Wulgurukaba, Manbara, Nawagi, Warakamai","Cleveland Bay language Y218","","-19.293468411882","146.86476461905","QLD","https://collection.aiatsis.gov.au/austlang/language/y218"
"Y219","Alodja ","Aghu Alowrdja","Alodja language Y219","","-15.678742062756","144.82557537442","QLD","https://collection.aiatsis.gov.au/austlang/language/y219"
"Y22","Kuuku Ya'u ","Kuuku Yau, Kuuku yau, Pakadji, Gugu Yau, Guugu YauBagadji, Jao, Kao Kokoyao, Koka yao, Koko Ya:o, KokoYao, Koko yao, Kuku Yau, Kuku Yao, Kuuk Yak, Makadama, Yao, Koko Yao","Kuuku Ya'u language Y22","Kuuku Ya'u people Y22","-12.541741200854","143.03387401339","QLD","https://collection.aiatsis.gov.au/austlang/language/y22"
"Y220","Biyay ","giri, Warrgamay","Biyay language Y220","Biyaygiri people Y220","-18.577498090678","146.23530494533","QLD","https://collection.aiatsis.gov.au/austlang/language/y220"
"Y221","Di:ru ","","","","","","","https://collection.aiatsis.gov.au/austlang/language/y221"
"Y223","Kokoberrin ","Koko Berang","Kokoberrin language Y223","","","","","https://collection.aiatsis.gov.au/austlang/language/y223"
"Y224","Kugu Mu'inh ","Kugu Muinh, Kugu/Wik Muinh, Kuku Muinh, Wik Muin","Kugu Mu'inh language Y224","Kugu Mu'inh people Y224","-14.647499538351","141.63978294052","QLD","https://collection.aiatsis.gov.au/austlang/language/y224"
"Y225","Wik Totjan","","","","","","","https://collection.aiatsis.gov.au/austlang/language/y225"
"Y226","Wudjar ","","","","","","","https://collection.aiatsis.gov.au/austlang/language/y226"
"Y227","Daru ","","Daru language Y227","","","","","https://collection.aiatsis.gov.au/austlang/language/y227"
"Y228","Ithu ","Wurkuldi","","","","","","https://collection.aiatsis.gov.au/austlang/language/y228"
"Y229","Adithinngithigh ","Adetingiti","Adithinngithigh language Y229","","-12.924228508861","141.71138792709","QLD","https://collection.aiatsis.gov.au/austlang/language/y229"
"Y23","Wimaranga ","Wimarangga, Jupangati, Yuupngati, Yupangati, Yupungati, Yupnget, Yupun gatti, Yopngadi, Nggerikudi, Nggirikudi, Ngerikudi, Nigger ikudi, Ra:kudi, Angadimi, Angutimi, Batjana, Mbatyana, Ba:tyana, Wimarango, Wimmarango","Wimaranga language Y23","Wimaranga people Y23","-12.379877148501","141.68674063375","QLD","https://collection.aiatsis.gov.au/austlang/language/y23"
"Y230","Muragan ","Kunjen, Gugu Nyungkul, Kawarrangg, Laia, Ngundjan, Okunjan, Olkolo, Oykangand","","","","","","https://collection.aiatsis.gov.au/austlang/language/y230"
"Y231","Yaraytyana ","Yaraydjana","Yaraytyana language Y231","","-11.09182069869","142.70568505621","QLD","https://collection.aiatsis.gov.au/austlang/language/y231"
"Y232","Yatay ","","","","-10.683089390777","142.62409194796","QLD","https://collection.aiatsis.gov.au/austlang/language/y232"
"Y233","Wakaman ","Kuku","Wakaman language Y233","","-17.210451963086","144.59842283541","QLD","https://collection.aiatsis.gov.au/austlang/language/y233"
"Y235","Dulgubarra Mamu","","Dulgubarra Mamu language Y235","","","","","https://collection.aiatsis.gov.au/austlang/language/y235"
"Y236","Yintyingka","Lamalama","Yintyingka language Y236","Lamalama people Y236","","","QLD","https://collection.aiatsis.gov.au/austlang/language/y236"
"Y237","Athina","","Athina language Y237","","","","QLD","https://collection.aiatsis.gov.au/austlang/language/y237"
"Y238","Injinoo Ikya","","Injinoo Ikya language Y238","","","","","https://collection.aiatsis.gov.au/austlang/language/y238"
"Y239","Mabuyag","Torres Strait Islander language, Torres Strait Islander people","Mabuyag language Y239","","","","","https://collection.aiatsis.gov.au/austlang/language/y239"
"Y24","Thaynakwith ","Thyanngayth, Tainiguit, Tanikuiti, Taynakwit, Thanaquith, Tjanngayth, Dainguid, Winduwinda, Tyanngayt, Tjanggayth, Tainikudi, Tani kutti, Dainiguid, Tanna gootee","Thaynakwith language Y24","Thaynakwith people Y24","-12.558152841278","141.93242788709","QLD","https://collection.aiatsis.gov.au/austlang/language/y24"
"Y25","Mpalitjanh ","Uradhi, Atjinuri, Mbalidjan, Mpalitjan, Mpalityan, Mpalityanh, Winduwinda, Windawinda, Ngwatainggeti, Wikwija, Ndomdorin","Mpalitjanh language Y25","Mpalitjanh people Y25","-12.102329913662","142.27815669647","QLD","https://collection.aiatsis.gov.au/austlang/language/y25"
"Y26","Linngithigh ","Leningitij, Winda Winda, Linginiti, Adetingiti, Andyinit, Ndraangit, Cabati, Ladamngid, Latangeti, Latarngit, Leiningidi, Leningiti, Lenngeti, Lenngidgh, Lingitir, Linngithig, Linngiti, Onnatangnit, Umngnity, Winduwinda, Laini ngitti, not the same as Lengiti of Weipa, Leningit","Linngithigh language Y26","Linngithigh people Y26","-13.172965673585","141.82185453195","QLD","https://collection.aiatsis.gov.au/austlang/language/y26"
"Y27","Ntrwa'ngayth","Ntraangith, Winda Winda, Ndraangit, Adetingiti, Andyinit, Linginiti, Ndrangith, Nrwaa, Tjanngayth, Mamngayt, Nraangith, Winduwinda, Ntrangith, Ndrwa'ngayth","Ntrwa'ngayth language Y27","","-13.100726832048","141.63812492227","QLD","https://collection.aiatsis.gov.au/austlang/language/y27"
"Y28","Ungawangadi ","Ngaawangati, Ungauwangati, Nguatangeti, Oamrokoro, Winduwinda, Ngwatangeti, Ngawataingeti","Ungawangadi language Y28","Ungawangadi people Y28","-12.649108580091","142.06231924016","QLD","https://collection.aiatsis.gov.au/austlang/language/y28"
"Y29","Yinwum ","Uradhi, Ginwum, Jinwum, Tinwum, Yeemwoon, Jinwun, Yeemwoom","Yinwum language Y29","Yinwum people Y29","-12.700409741385","142.72457265489","QLD","https://collection.aiatsis.gov.au/austlang/language/y29"
"Y3","Meriam Mir ","East Torres, Miriam, Meryam Mir, Meriam, Boigu, Buibatyalli, Errob, Erub, Garamir, Gaurareg, Maer, Maralaig, Mer, Meryam, Morolag, Sabai, Saibai, Tagota, Ugar, Torres Strait Islander language, Torres Strait Islander people","Meriam Mir language Y3","Meriam people Y3","-9.683089797572","143.77542511209","QLD,TSI","https://collection.aiatsis.gov.au/austlang/language/y3"
"Y30","Ladamngid ","Latamngit, Winduwinda, Latumngith","Ladamngid language Y30","Ladamngid people Y30","-12.883088067644","141.83298206636","QLD","https://collection.aiatsis.gov.au/austlang/language/y30"
"Y31","MAMANGATHI ","Awngthim, Mamngaid, Mamangidigh, Mbalidjan, Ndorndorin, Ngwatainggeti, Wikwija, Winduwinda, Angutimi","Mamangathi language Y31","Mamangathi people Y31","-12.55515981019","141.98662157308","QLD","https://collection.aiatsis.gov.au/austlang/language/y31"
"Y32","Alngith ","Alingid, Alngid, Alingit, Laynngith, Winduwinda, Lengiti, Lenngiti, Limrett","Alngith language Y32","Alngith people Y32","-12.643632525572","141.92671899575","QLD","https://collection.aiatsis.gov.au/austlang/language/y32"
"Y33","Gudjandju ","Bondynj, Dhambanju, Jalndhalm, Koko Maln gan, Maln gan","Gudjandju language Y33","Gudjandju people Y33","","","","https://collection.aiatsis.gov.au/austlang/language/y33"
"Y34","Arraythinngith ","Aritinngayth, Uradhi, Aritinngithig, Aretingit, Aritingiti, Adetingiti","Arraythinngith language Y34","Arraythinngith people Y34","-12.951840977869","141.93320168013","QLD","https://collection.aiatsis.gov.au/austlang/language/y34"
"Y36","Ngkoth ","Ngkoth dialects, Uradhi, Nggod, Nggoth, Ngkot, Ngor, Ngot, Nkot, Winduwinda, Gott","Ngkoth language Y36","Ngkoth people Y36","-12.827602221663","142.0521321977","QLD","https://collection.aiatsis.gov.au/austlang/language/y36"
"Y37","Trotj ","Tootj, Kauwala, Luthigh, Totj, Njuwathai, Do:dj, T?, tj","Trotj language Y37","Trotj people Y37","-12.750937771973","142.4058506877","QLD","https://collection.aiatsis.gov.au/austlang/language/y37"
"Y38","Yanganyu ","Gawadji, Jangkonju, Kawadji, Mälnkänidji, Night Island people, Pontunj, Pontyni, Yankanju, Yankonya, Yankonyu, Yanggondju, Yankonyu for Pontunj, Night Island people for Kawadji","Yanganyu language Y38","Yanganyu people Y38","","","","https://collection.aiatsis.gov.au/austlang/language/y38"
"Y39","Ntra'ngith ","Ntrwangayth, Andaangeti, Andrendjandring, Awngthim, Ndraangid, Ndwangid, Nraangayt, Nraangith, Ntrawngayt, Winduwinda, Drwaangathi, Ndwongit, Ndra'ngith","Ntra'ngith language Y39","","-12.502099930087","142.10932171201","QLD","https://collection.aiatsis.gov.au/austlang/language/y39"
"Y4","Kulkalgaw Ya ","Masig, Tutu, Jam, Yam, Torres Strait Islander language, Dhadha Lagaw Ya (Central Islands Language).Torres Strait Islander people","Kulkalgaw Ya language Y4","Kulkalgaw Ya people Y4","-9.941779926779","143.03943992251","QLD,TSI","https://collection.aiatsis.gov.au/austlang/language/y4"
"Y40","Ndorndorin ","Winduwinda, Windawinda, Ngwatainggeti, Wikwija, Mbalidjan, Ndomdorin","Ndorndorin language Y40","Ndorndorin people Y40","","","","https://collection.aiatsis.gov.au/austlang/language/y40"
"Y41","Mbiywom","Mbiywom, Uradhi, Mbewum, KokMbewam, Kok Mbewam, KokMbewan, Mbe:wum, M Berwum, Bywoom, Kokinno, Kokimoh, Mbeiwum","Mbiywom language Y41","Mbiywom people Y41","-12.968260083714","142.17040555558","QLD","https://collection.aiatsis.gov.au/austlang/language/y41"
"Y42","Andjingith","Anjingid, Andjingid, Andjingith , Adyingid ","Andjingith language Y42","Andjingith people Y42","","","","https://collection.aiatsis.gov.au/austlang/language/y42"
"Y43","Kugu Muminh ","Wik Muminh, Kugu/Wik Nganhcara, Kuku Muminh, Mumin, WikMuminh","Kugu Muminh language Y43","Kugu Muminh people Y43","-14.420627894081","141.65098626409","QLD","https://collection.aiatsis.gov.au/austlang/language/y43"
"Y44","Kaanju / Kaantju","Cape York Peninsula Languages, etc, Kanju, Kandju, Andjingid, Andyingid, Anjungitie, Candju, Gaanydyu, Gandanju, GandjuIo, Iju, Jaalo, Jabuda, Ka:antju, Ka:ndyu, Kaantyu, Kamdheu, Kamdhue, Kandyi, Kandyu, Kantanyu, Kantju, Kantyu, Kanyu, Karndheu, Karnju, Karntju, Karnu, Karnyu, Kokin oh, Ndhyrl, Neegulada, Wijamo, Yaldiye ho, Ka ntyu, Gaandju, Kaanytju, Ka:ntju, Gandju","Kaanju / Kaantju language Y44","Kaanju / Kaantju people Y44","-13.398096294576","142.97198330983","QLD","https://collection.aiatsis.gov.au/austlang/language/y44"
"Y45","Umpila ","Cape York Peninsula Languages, Ompela, Djindjanagu, Djundjanagu, Koko umpilo, Ombila, Ompeila, Oombilla, Umbila, Umpile, Umpilo, umpila, Oom billa","Umpila language Y45","Umpila people Y45","-13.64420087024","143.43143574801","QLD","https://collection.aiatsis.gov.au/austlang/language/y45"
"Y46","Wik Adinda ","Wik, Wikatinda, Wik Ompom, Wikampama, Wik Kalkan, Wik Ngathara, Wik Epa, Wikepa, Wik Meanha, Wikmean, Wiknatanja, Mimungkum, Wik Mungkana, Wiknantjara, Adinda, Atinda, Ia:d, Wik Tinda, Wik Atinda","Wik Adinda language Y46","Wik Adinda people Y46","-13.492805339628","141.61080813005","QLD","https://collection.aiatsis.gov.au/austlang/language/y46"
"Y47","Wik Paach","Wikapatja, Abodja, Wik Paacha, Wik-Paach","Wik Paach language Y47","Wik Paach people Y47","-13.345567028973","141.67326858011","QLD","https://collection.aiatsis.gov.au/austlang/language/y47"
"Y48","Wik Ompom ","Wik, Wik Ompom/Wikampama, Wikatinda, Wikampama, Wik Kalkan, Wik Ngathara, Wik Epa, Wikepa, Wik Meanha, Wikmean, Wiknatanja, Mimungkum, Wik Mungkana, Wiknantjara, Aiakampana, Ambama, Ampana Gambana, Kokala, Kokiala, Kookealla, Omban, Wik ompmam, Wik Ompon, Wik Ompoma","Wik Ompom language Y48","Wik Ompom people Y48","-13.344189185744","142.0863251708","QLD","https://collection.aiatsis.gov.au/austlang/language/y48"
"Y49","Wik Elken ","wikalkan, Wik, Wik Kalkan, Wikatinda, Wik Ompom, Wikampama, Wik Ngathara, Wik Epa, Wikepa, Wik Meanha, Wikmean, Wiknatanja, Mimungkum, Wik Mungkana, Wiknantjara, Galban, Algan, Wik kalkan, Wik Alkanha, Wik ngatara, Wik Alkan, Wik kalkin, Wik natara, Ngadara","Wik Elken language Y49","Wik Elken people Y49","-13.717382138225","141.59952021128","QLD","https://collection.aiatsis.gov.au/austlang/language/y49"
"Y5","Kawalgaw Ya ","Muralag, Kaurareg, Kaurarega, Kowrarega, Kauralaig, Kauraleg, Koro rega, Korariga, Kauralaigal, Malulaig, Muralug, Wathai yunu, Kokkaiya, Alkaiyana, Koiyana, Torres Strait Islander language, Torres Strait Islander people","Kawalgaw Ya language Y5","","-10.643285260301","142.21428553311","QLD,TSI","https://collection.aiatsis.gov.au/austlang/language/y5"
"Y50","Umpithamu","Umbindhamu, Jeteneru, Ompindamo, Arummarbin, Dyrlwai, Janggulmbal, Janggurunggu, Yintjinggu, Barungguan, Umpinthamu, Barunguan, Baka, Banjigam, Jintjingga, Yintjingga, Njindingga, Umbuigamu, Ganganda, Lamalama","Umpithamu language Y50","Lamalama people Y50","-14.035568345802","143.4488542875","QLD","https://collection.aiatsis.gov.au/austlang/language/y50"
"Y51","Wik Ngatharr ","Wik Alken, Wikalkan, Wik Ngatharra, Wik, Wik Ngathara, Wikatinda, Wik Ompom, Wikampama, Wik Kalkan, Wik Epa, Wikepa, Wik Meanha, Wikmean, Wiknatanja, Mimungkum, Wik Mungkana, Wiknantjara, Algan, Alkan, Charra, Galan, Kalkin, Natara, Ngadaara, Ngadara, Wik älkän, WikNgadara, Wik algan, Wik kalkan, Wik kalkin, Wik nätara, Wik ngatara, Wikkolon, Wikngatara, Wooli, Wik Ngathar, Wik Ngatara, Wik Alkanha, Wik Alkan, Wik natara","Wik Ngatharr language Y51","Wik Ngatharr people Y51","-13.753871964313","141.60793418986","QLD","https://collection.aiatsis.gov.au/austlang/language/y51"
